Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location,Car_Age
Petrol,60000,Manual,1,Toyota,Toyota Etios Liva,2013,295000.0,2013,5,1197,17.71,Jaipur,11
Diesel,70000,Manual,3,Volkswagen,Volkswagen Polo,2013,240000.0,2013,5,1199,22.07,Jaipur,11
Diesel,100000,Manual,4,Honda,Honda Amaze,2016,320000.0,2016,5,1498,27.4,Jaipur,8
Petrol,67896,Automatic,1,Skoda,Skoda Octavia,2019,1500000.0,2019,5,1798,15.1,Jaipur,5
Petrol,9862,Manual,2,Renault,Renault Kiger,2021,745000.0,2021,5,999,20.5,Jaipur,3
Petrol,40000,Manual,1,Renault,Renault KWID,2017,225000.0,2017,5,999,23.01,Jaipur,7
Petrol,37478,Manual,1,Renault,Renault KWID,2019,332000.0,2019,5,799,22.25,Jaipur,5
Cng,32972,Manual,1,Maruti,Maruti Alto 800,2021,415000.00000000006,2021,4,796,31.59,Jaipur,3
Cng,30000,Manual,1,Maruti,Maruti Eeco,2022,655000.0,2022,5,1196,20.88,Jaipur,2
Petrol,3120,Automatic,1,Maruti,Maruti Swift,2022,775000.0,2022,5,1197,22.56,Jaipur,2
Petrol,20972,Manual,1,Volkswagen,Volkswagen Vento,2022,1050000.0,2022,5,999,17.69,Jaipur,2
Petrol,60000,Manual,1,Volkswagen,Volkswagen Polo,2018,475000.0,2018,5,999,18.78,Jaipur,6
Diesel,120000,Manual,1,Hyundai,Hyundai Verna,2012,325000.0,2012,5,1396,24.8,Jaipur,12
Petrol,20000,Automatic,1,Jeep,Jeep Compass,2018,1400000.0,2018,5,1368,16.0,Jaipur,6
Petrol,70000,Manual,2,Hyundai,Hyundai EON,2013,145000.0,2013,5,814,21.1,Jaipur,11
Petrol,80000,Manual,3,Maruti,Maruti Swift Dzire,2012,250000.0,2012,5,1197,19.1,Jaipur,12
Petrol,38323,Automatic,1,Tata,Tata Nexon,2021,1025000.0,2021,5,1199,16.35,Jaipur,3
Petrol,120000,Manual,1,Maruti,Maruti Swift Dzire,2020,500000.0,2020,5,1197,22.41,Jaipur,4
Petrol,40000,Manual,1,Renault,Renault KWID,2019,300000.0,2019,5,799,25.17,Jaipur,5
Petrol,50000,Automatic,1,Skoda,Skoda Superb,2020,3000000.0,2020,5,1984,15.1,Jaipur,4
Diesel,60000,Manual,1,Mahindra,Mahindra XUV300,2019,1000000.0,2019,5,1497,20.0,Jaipur,5
Diesel,90000,Automatic,1,Hyundai,Hyundai Santa Fe,2014,750000.0,2014,7,2199,13.01,Jaipur,10
Petrol,72842,Automatic,1,Hyundai,Hyundai Grand i10,2016,459999.99999999994,2016,5,1197,18.9,Jaipur,8
Petrol,16338,Manual,2,Maruti,Maruti Wagon R,2018,430000.0,2018,5,998,20.51,Jaipur,6
Lpg,80000,Manual,2,Maruti,Maruti Wagon R,2010,140000.0,2010,5,1061,17.3,Jaipur,14
Petrol,30000,Manual,3,Tata,Tata Nano,2011,5500000.0,2011,4,624,26.0,Jaipur,13
Diesel,120000,Manual,1,Toyota,Toyota Innova,2014,650000.0,2014,7,2494,12.99,Jaipur,10
Diesel,79828,Automatic,1,Hyundai,Hyundai Verna,2019,1140000.0,2019,5,1582,22.0,Jaipur,5
Diesel,120000,Manual,2,Ford,Ford Figo,2014,190000.0,2014,5,1399,20.0,Jaipur,10
Petrol,59000,Manual,2,Volkswagen,Volkswagen Polo,2016,450000.0,2016,5,1199,16.2,Jaipur,8
Petrol,120000,Manual,4,Chevrolet,Chevrolet Beat,2011,100000.0,2011,5,1199,18.6,Jaipur,13
Diesel,90000,Manual,2,Maruti,Maruti Ritz,2010,200000.0,2010,5,1248,21.1,Jaipur,14
Petrol,40000,Manual,2,Maruti,Maruti Alto K10,2012,245000.00000000003,2012,5,998,20.92,Jaipur,12
Petrol,70000,Manual,1,Honda,Honda City,2010,340000.0,2010,5,1497,17.0,Jaipur,14
Diesel,10000,Manual,1,Mahindra,Mahindra Bolero Camper,2022,1040000.0,2022,5,2523,25.0,Jaipur,2
Diesel,120000,Manual,2,Mahindra,Mahindra Scorpio,2015,600000.0,2015,9,2523,15.4,Jaipur,9
Petrol,52034,Manual,1,Honda,Honda Amaze,2013,334000.0,2013,5,1198,18.0,Jaipur,11
Petrol,45979,Manual,2,Renault,Renault KWID,2015,243000.00000000003,2015,5,799,25.17,Jaipur,9
Petrol,10000,Manual,1,Honda,Honda Amaze,2019,610000.0,2019,5,1199,19.5,Jaipur,5
Petrol,68551,Manual,1,Hyundai,Hyundai i20,2013,349000.0,2014,5,1197,18.5,Jaipur,11
Petrol,68766,Manual,1,Tata,Tata Tiago,2019,513999.99999999994,2019,5,1199,23.84,Jaipur,5
Diesel,80000,Manual,1,Tata,Tata New Safari,2012,300000.0,2012,7,2179,11.57,Jaipur,12
Petrol,20000,Manual,2,Maruti,Maruti Swift Dzire,2020,725000.0,2020,5,1197,22.41,Jaipur,4
Diesel,120000,Manual,2,Hyundai,Hyundai Verna,2016,459999.99999999994,2016,5,1582,23.9,Jaipur,8
Diesel,120000,Manual,2,Hyundai,Hyundai Verna,2015,450000.0,2015,5,1582,22.32,Jaipur,9
Diesel,120000,Manual,5,Mahindra,Mahindra Bolero,2010,320000.0,2010,7,2523,13.6,Jaipur,14
Diesel,71000,Manual,1,Ford,Ford Ecosport,2019,850000.0,2019,5,1498,21.7,Jaipur,5
Diesel,53000,Manual,1,Volkswagen,Volkswagen Vento,2014,500000.0,2014,5,1598,20.54,Jaipur,10
Diesel,75000,Manual,2,Volkswagen,Volkswagen Polo,2017,550000.0,2017,5,1498,20.14,Jaipur,7
Petrol,23573,Manual,1,Maruti,Maruti Wagon R,2020,560000.0,2020,5,998,21.79,Jaipur,4
Diesel,76200,Manual,1,Ford,Ford Ecosport,2018,800000.0,2018,5,1498,21.7,Jaipur,6
Petrol,85000,Automatic,1,Hyundai,Hyundai Santro Xing,2007,180000.0,2007,5,1086,17.8,Jaipur,17
Petrol,62000,Manual,1,Maruti,Maruti Alto K10,2014,270000.0,2014,5,998,24.39,Jaipur,10
Petrol,16603,Automatic,1,Hyundai,Hyundai Aura,2020,735000.0,2020,5,1197,20.1,Jaipur,4
Petrol,43571,Manual,1,Hyundai,Hyundai EON,2018,308000.0,2018,5,814,21.1,Jaipur,6
Petrol,28328,Manual,1,Maruti,Maruti Alto 800,2020,380000.0,2020,5,796,22.05,Jaipur,4
Diesel,115000,Manual,1,Maruti,Maruti Swift,2014,459999.99999999994,2014,5,1248,28.4,Jaipur,10
Petrol,40282,Manual,1,Honda,Honda WR-V,2017,657000.0,2017,5,1199,17.5,Jaipur,7
Petrol,57826,Manual,1,Maruti,Maruti Alto 800,2016,254999.99999999997,2016,5,796,22.05,Jaipur,8
Petrol,85400,Manual,1,Volkswagen,Volkswagen Polo,2016,450000.0,2016,5,999,18.78,Jaipur,8
Petrol,74000,Manual,2,Hyundai,Hyundai i20,2014,480000.0,2014,5,1197,18.6,Jaipur,10
Diesel,66000,Manual,1,Mahindra,Mahindra Bolero Power Plus,2018,825000.0,2018,7,1493,16.5,Jaipur,6
Diesel,65580,Automatic,1,Maruti,Maruti Vitara Brezza,2018,894999.9999999999,2019,5,1248,24.3,Jaipur,6
Diesel,91200,Manual,2,Volkswagen,Volkswagen Polo,2014,450000.0,2014,5,1498,20.14,Jaipur,10
Diesel,65000,Manual,2,Ford,Ford Ecosport,2015,590000.0,2015,5,1498,21.7,Jaipur,9
Diesel,84250,Manual,2,Hyundai,Hyundai i20,2017,670000.0,2017,5,1396,22.54,Jaipur,7
Diesel,93155,Manual,3,Maruti,Maruti Swift,2007,229999.99999999997,2007,5,1248,17.8,Jaipur,17
Diesel,79412,Automatic,2,BMW,BMW 3 Series,2014,1425000.0,2014,5,1995,19.59,Jaipur,10
Diesel,68140,Manual,1,Skoda,Skoda Rapid,2019,810000.0,2019,5,1498,21.13,Jaipur,5
Petrol,16293,Automatic,1,Kia,Kia Carens,2022,1789999.9999999998,2022,6,1353,16.5,Jaipur,2
Diesel,79883,Manual,2,Maruti,Maruti Ritz,2014,189000.0,2014,5,1248,23.2,Jaipur,10
Diesel,9000,Manual,1,Jeep,Jeep Compass,2020,1889999.9999999998,2020,5,1956,17.1,Jaipur,4
Diesel,110712,Manual,1,Honda,Honda Amaze,2014,270000.0,2014,5,1498,25.8,Jaipur,10
Petrol,67653,Automatic,1,Tata,Tata Tiago,2017,409999.99999999994,2018,5,1199,23.84,Jaipur,7
Petrol,58066,Manual,1,Hyundai,Hyundai i10,2015,296000.0,2015,5,1086,19.81,Jaipur,9
Diesel,83000,Automatic,2,Jaguar,Jaguar XF,2017,2350000.0,2017,5,2179,16.36,Jaipur,7
Petrol,71053,Manual,1,Honda,Honda Amaze,2019,576000.0,2019,5,1199,19.5,Jaipur,5
Diesel,76977,Manual,2,Volkswagen,Volkswagen Polo,2018,623000.0,2018,5,1498,20.14,Jaipur,6
Diesel,150729,Manual,1,Tata,Tata Indica,2009,8000000.0,2009,5,1248,18.0,Jaipur,15
Diesel,115000,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2016,3190000.0,2016,5,2143,15.26,Jaipur,8
Diesel,15000,Automatic,1,Kia,Kia Carens,2022,1750000.0,2022,6,1493,14.0,Jaipur,2
Petrol,19726,Manual,1,Honda,Honda Amaze,2022,750000.0,2022,5,1199,18.6,Jaipur,2
Diesel,60267,Automatic,1,Audi,Audi Q5,2013,1764999.9999999998,2013,5,1968,14.16,Jaipur,11
Diesel,120931,Manual,1,Hyundai,Hyundai Elantra,2013,900000.0,2013,5,1582,22.7,Jaipur,11
Petrol,12111,Manual,1,Tata,Tata Nexon,2022,950000.0,2022,5,1199,17.33,Jaipur,2
Diesel,121671,Manual,1,Chevrolet,Chevrolet Cruze,2016,450000.0,2017,5,1998,17.9,Jaipur,8
Diesel,65573,Automatic,1,Maruti,Maruti Vitara Brezza,2019,894999.9999999999,2019,5,1248,24.3,Jaipur,5
Petrol,52887,Manual,1,Hyundai,Hyundai i10,2009,250000.0,2009,5,1197,20.36,Jaipur,15
Petrol,48457,Automatic,1,Honda,Honda CR-V,2015,1285000.0,2015,5,2354,12.0,Jaipur,9
Petrol,51088,Manual,1,Nissan,Nissan Micra Active,2013,325000.0,2013,5,1198,19.49,Jaipur,11
Petrol,0,Manual,1,Maruti,Maruti Wagon R,2015,350000.0,2015,5,998,20.51,Jaipur,9
Petrol,22000,Manual,1,Kia,Kia Seltos,2021,1390000.0,2021,5,1497,16.8,Jaipur,3
Petrol,45316,Manual,1,Hyundai,Hyundai Verna,2018,823000.0,2018,5,1591,17.0,Jaipur,6
Petrol,16858,Automatic,1,Kia,Kia Seltos,2019,1395000.0,2019,5,1353,16.5,Jaipur,5
Diesel,105000,Manual,1,Toyota,Toyota Innova,2014,790000.0,2014,7,2494,12.99,Jaipur,10
Petrol,31850,Manual,1,Renault,Renault KWID,2019,342000.0,2019,5,799,22.25,Jaipur,5
Diesel,135213,Manual,1,Honda,Honda Amaze,2013,270000.0,2014,5,1498,25.8,Jaipur,11
Diesel,88378,Manual,1,Honda,Honda Amaze,2014,358000.0,2015,5,1498,25.8,Jaipur,10
Diesel,191867,Manual,1,Maruti,Maruti Swift Dzire,2016,500000.0,2016,5,1248,26.59,Jaipur,8
Diesel,65808,Manual,1,Maruti,Maruti Swift Dzire,2012,409999.99999999994,2012,5,1248,23.4,Jaipur,12
Petrol,20135,Manual,1,Nissan,Nissan Magnite,2021,650000.0,2021,5,999,18.75,Jaipur,3
Petrol,29882,Automatic,1,Skoda,Skoda Octavia,2019,2290000.0,2019,5,1798,15.1,Jaipur,5
Petrol,33831,Automatic,1,MG,MG Hector,2020,1500000.0,2020,5,1451,13.96,Jaipur,4
Petrol,61334,Manual,1,Maruti,Maruti Wagon R,2018,380000.0,2018,5,998,20.51,Jaipur,6
Diesel,69383,Automatic,3,BMW,BMW 3 Series,2017,1700000.0,2017,5,1995,22.69,Jaipur,7
Diesel,157312,Manual,4,Mahindra,Mahindra Scorpio,2009,450000.0,2009,9,2179,12.05,Jaipur,15
Petrol,51531,Manual,1,Hyundai,Hyundai i20,2017,500000.0,2017,5,1197,18.6,Jaipur,7
Diesel,88098,Manual,1,Kia,Kia Seltos,2019,944999.9999999999,2019,5,1493,20.8,Jaipur,5
Diesel,96000,Manual,1,Honda,Honda BR-V,2016,525000.0,2016,7,1498,21.9,Jaipur,8
Diesel,77901,Manual,1,Hyundai,Hyundai Venue,2019,975000.0,2019,5,1396,23.7,Jaipur,5
Diesel,133946,Manual,1,Skoda,Skoda Laura,2008,564000.0,2008,5,1896,17.5,Jaipur,16
Petrol,70593,Manual,1,Hyundai,Hyundai i10,2016,326000.0,2017,5,1086,19.81,Jaipur,8
Petrol,82556,Manual,1,Hyundai,Hyundai i20,2015,465000.00000000006,2015,5,1197,18.6,Jaipur,9
Petrol,42160,Manual,1,Maruti,Maruti Wagon R,2009,180000.0,2009,5,1061,18.9,Jaipur,15
Diesel,99367,Manual,1,Maruti,Maruti Swift Dzire,2018,710000.0,2018,5,1248,28.4,Jaipur,6
Petrol,95329,Manual,1,Hyundai,Hyundai Verna,2018,794000.0,2018,5,1591,17.0,Jaipur,6
Petrol,72000,Manual,1,Maruti,Maruti Swift Dzire,2015,465000.00000000006,2015,5,1197,20.85,Jaipur,9
Diesel,137537,Manual,4,Hyundai,Hyundai i20,2011,150000.0,2011,5,1396,21.9,Jaipur,13
Diesel,98000,Manual,1,Honda,Honda City,2014,520000.0,2014,5,1498,26.0,Jaipur,10
Diesel,152098,Manual,3,Chevrolet,Chevrolet Cruze,2010,361000.0,2010,5,1991,18.3,Jaipur,14
Diesel,88329,Manual,1,Renault,Renault Scala,2013,390000.0,2013,5,1461,21.64,Jaipur,11
Diesel,126000,Automatic,2,Toyota,Toyota Fortuner,2016,2450000.0,2016,7,2982,11.5,Jaipur,8
Petrol,114866,Manual,2,Maruti,Maruti Ritz,2009,9300000.0,2010,5,1197,21.1,Jaipur,15
Petrol,27723,Manual,1,Maruti,Maruti Baleno,2021,600000.0,2021,5,1197,21.01,Jaipur,3
Petrol,57847,Automatic,1,Toyota,Toyota Corolla Altis,2009,395000.0,2009,5,1794,14.53,Jaipur,15
Petrol,46557,Manual,1,Hyundai,Hyundai Verna,2021,980000.0000000001,2021,5,1497,17.7,Jaipur,3
Petrol,37983,Manual,1,Maruti,Maruti Wagon R,2016,360000.0,2016,5,998,20.51,Jaipur,8
Petrol,152783,Manual,4,Maruti,Maruti Alto,2010,6800000.0,2010,5,796,19.7,Jaipur,14
Diesel,69856,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2012,1250000.0,2012,5,2143,14.84,Jaipur,12
Diesel,60091,Automatic,1,Audi,Audi Q5,2013,1850000.0,2013,5,1968,14.16,Jaipur,11
Petrol,50501,Manual,1,Maruti,Maruti Swift,2017,450000.0,2017,5,1197,20.4,Jaipur,7
Cng,40960,Manual,1,Maruti,Maruti Celerio,2020,500000.0,2020,5,998,35.6,Jaipur,4
Petrol,65000,Manual,1,Hyundai,Hyundai Grand i10,2018,484999.99999999994,2018,5,1197,18.9,Jaipur,6
Diesel,74232,Manual,1,Maruti,Maruti Swift,2014,429000.0,2014,5,1248,22.9,Jaipur,10
Petrol,38892,Manual,1,Maruti,Maruti Wagon R,2015,347000.0,2015,5,998,20.51,Jaipur,9
Diesel,82882,Automatic,1,BMW,BMW X5,2014,2450000.0,2014,5,2993,11.7,Jaipur,10
Diesel,79329,Manual,2,Audi,Audi Q3,2017,2325000.0,2017,5,1968,17.32,Jaipur,7
Petrol,63959,Manual,1,Maruti,Maruti Swift Dzire,2013,400000.0,2014,5,1197,19.1,Jaipur,11
Petrol,10801,Manual,1,Tata,Tata Altroz,2022,900000.0,2022,5,1199,19.33,Jaipur,2
Diesel,86580,Manual,2,Toyota,Toyota Fortuner,2015,1300000.0,2015,7,2982,13.0,Jaipur,9
Petrol,30751,Automatic,2,Skoda,Skoda Rapid,2015,330000.0,2015,5,1598,14.3,Jaipur,9
Petrol,151231,Manual,1,Maruti,Maruti Wagon R,2014,250000.0,2014,5,998,20.51,Jaipur,10
Diesel,49000,Manual,1,Kia,Kia Seltos,2020,1575000.0,2020,5,1493,20.8,Jaipur,4
Petrol,49000,Automatic,1,Kia,Kia Seltos,2019,1475000.0,2019,5,1353,16.5,Jaipur,5
Diesel,147640,Automatic,3,Mercedes-Benz,Mercedes-Benz C-Class,2006,225000.0,2006,5,2143,14.84,Jaipur,18
Diesel,55000,Automatic,1,Audi,Audi A4,2013,1370000.0,2014,5,1968,15.2,Jaipur,11
Petrol,17284,Manual,1,Honda,Honda WR-V,2022,900000.0,2022,5,1199,16.5,Jaipur,2
Diesel,100076,Manual,3,Hyundai,Hyundai Xcent,2014,300000.0,2014,5,1120,24.4,Jaipur,10
Petrol,105180,Manual,2,Chevrolet,Chevrolet Spark,2011,6000000.0,2012,5,995,18.0,Jaipur,13
Petrol,85648,Manual,1,Maruti,Maruti Alto 800,2018,272000.0,2018,5,796,22.05,Jaipur,6
Petrol,97229,Manual,1,Maruti,Maruti Swift,2018,509000.0,2018,5,1197,22.38,Jaipur,6
Diesel,74850,Manual,1,Maruti,Maruti Baleno,2016,470000.0,2016,5,1248,27.39,Jaipur,8
Cng,18484,Manual,1,Maruti,Maruti S-Presso,2022,539000.0,2022,4,998,31.2,Jaipur,2
Petrol,52509,Manual,1,Maruti,Maruti Swift,2018,544000.0,2018,5,1197,22.38,Jaipur,6
Petrol,94970,Manual,2,Hyundai,Hyundai Accent,2006,142000.0,2006,5,1495,13.2,Jaipur,18
Petrol,57000,Manual,2,Hyundai,Hyundai i10,2016,345000.0,2016,5,1197,20.36,Jaipur,8
Diesel,91547,Manual,1,Skoda,Skoda Rapid,2018,965000.0,2018,5,1498,21.13,Jaipur,6
Petrol,42601,Manual,1,Maruti,Maruti Swift Dzire,2011,280000.0,2011,5,1197,17.5,Jaipur,13
Diesel,208978,Manual,1,Maruti,Maruti Ertiga,2013,450000.0,2014,7,1248,20.77,Jaipur,11
Diesel,31262,Automatic,1,Kia,Kia Seltos,2019,1130000.0,2019,5,1493,17.8,Jaipur,5
Diesel,72000,Manual,1,Ford,Ford Ecosport,2018,775000.0,2018,5,1498,23.0,Jaipur,6
Diesel,152633,Manual,1,Nissan,Nissan Terrano,2014,216000.0,2014,5,1461,20.45,Jaipur,10
Petrol,70000,Manual,1,Hyundai,Hyundai i20,2017,600000.0,2017,5,1197,18.6,Jaipur,7
Petrol,54737,Automatic,1,Audi,Audi A3,2018,2089999.9999999998,2018,5,1395,19.2,Jaipur,6
Diesel,97845,Manual,1,Mahindra,Mahindra XUV500,2020,1011999.9999999999,2020,7,2179,15.1,Jaipur,4
Petrol,18240,Manual,1,Maruti,Maruti Swift,2022,630000.0,2022,5,1197,22.38,Jaipur,2
Diesel,90000,Manual,2,Tata,Tata Safari Storme,2015,590000.0,2015,7,2179,14.1,Jaipur,9
Diesel,65262,Automatic,1,Jaguar,Jaguar XJ,2014,3800000.0,2014,5,2993,14.47,Jaipur,10
Petrol,86703,Manual,1,Hyundai,Hyundai Verna,2018,875000.0,2018,5,1591,17.0,Jaipur,6
Petrol,16000,Manual,1,Skoda,Skoda Slavia,2022,1110000.0,2022,5,999,19.47,Jaipur,2
Petrol,48409,Manual,1,Hyundai,Hyundai EON,2018,280000.0,2018,5,814,21.1,Jaipur,6
Petrol,102912,Manual,1,Maruti,Maruti Swift,2012,364000.0,2012,5,1197,22.38,Jaipur,12
Petrol,37025,Manual,1,Renault,Renault KWID,2019,352000.0,2019,5,799,22.25,Jaipur,5
Petrol,164910,Manual,1,Nissan,Nissan Micra Active,2015,215000.0,2015,5,1198,19.49,Jaipur,9
Diesel,68243,Manual,2,Volkswagen,Volkswagen Vento,2012,300000.0,2012,5,1598,20.54,Jaipur,12
Petrol,110728,Manual,1,Hyundai,Hyundai i10,2012,231000.0,2013,5,1197,20.36,Jaipur,12
Diesel,69492,Manual,1,Hyundai,Hyundai Verna,2020,1156000.0,2020,5,1493,25.0,Jaipur,4
Diesel,72480,Manual,1,Maruti,Maruti Swift,2013,400000.0,2013,5,1248,22.9,Jaipur,11
Petrol,120094,Manual,1,Hyundai,Hyundai i20,2016,500000.0,2016,5,1197,18.6,Jaipur,8
Diesel,118149,Manual,3,Maruti,Maruti Swift,2013,350000.0,2014,5,1248,22.9,Jaipur,11
Petrol,29000,Automatic,1,Kia,Kia Seltos,2020,1420000.0,2020,5,1497,14.0,Jaipur,4
Petrol,68000,Automatic,3,Honda,Honda Brio,2015,385000.0,2015,5,1198,16.5,Jaipur,9
Petrol,45663,Manual,3,Maruti,Maruti Omni,2014,9400000.0,2014,8,796,16.8,Jaipur,10
Petrol,62626,Manual,1,Maruti,Maruti Alto 800,2012,9600000.0,2012,5,796,22.74,Jaipur,12
Cng,32317,Manual,1,Maruti,Maruti Eeco,2022,570000.0,2022,5,1196,20.88,Jaipur,2
Petrol,65733,Manual,2,Hyundai,Hyundai i20,2010,117000.0,2010,5,1197,18.5,Jaipur,14
Petrol,21388,Manual,1,Tata,Tata Altroz,2020,537000.0,2020,5,1199,19.33,Jaipur,4
Diesel,71448,Automatic,3,Maruti,Maruti Swift Dzire,2019,678000.0,2019,5,1248,28.4,Jaipur,5
Petrol,63385,Manual,1,Honda,Honda Amaze,2018,541000.0,2020,5,1199,19.5,Jaipur,6
Petrol,60048,Manual,1,Hyundai,Hyundai i20,2019,578000.0,2019,5,1197,18.6,Jaipur,5
Petrol,45926,Manual,1,Hyundai,Hyundai EON,2015,200000.0,2016,5,814,21.1,Jaipur,9
Petrol,19876,Manual,1,Maruti,Maruti Vitara Brezza,2021,750000.0,2021,5,1462,17.03,Jaipur,3
Diesel,69000,Manual,1,Hyundai,Hyundai i20,2017,675000.0,2017,5,1396,22.54,Jaipur,7
Petrol,65000,Manual,1,Maruti,Maruti Vitara Brezza,2021,894999.9999999999,2021,5,1462,17.03,Jaipur,3
Petrol,37386,Manual,1,Hyundai,Hyundai Grand i10,2015,420000.0,2015,5,1197,18.9,Jaipur,9
Petrol,104590,Manual,1,Maruti,Maruti Baleno,2020,550000.0,2020,5,1197,21.01,Jaipur,4
Petrol,57794,Manual,1,Maruti,Maruti Swift Dzire,2021,725000.0,2021,5,1197,22.41,Jaipur,3
Diesel,105072,Manual,1,Ford,Ford Ecosport,2015,420000.0,2015,5,1498,22.7,Jaipur,9
Petrol,176550,Manual,3,Honda,Honda Civic,2007,150000.0,2007,5,1799,13.5,Jaipur,17
Diesel,52000,Manual,1,Hyundai,Hyundai Verna,2016,785000.0,2016,5,1582,23.9,Jaipur,8
Petrol,26124,Manual,1,Tata,Tata Altroz,2020,459999.99999999994,2020,5,1199,19.33,Jaipur,4
Petrol,35925,Manual,1,Maruti,Maruti Ciaz,2018,750000.0,2019,5,1373,20.73,Jaipur,6
Diesel,92701,Manual,4,Mahindra,Mahindra Bolero,2008,108000.0,2008,7,2523,13.6,Jaipur,16
Petrol,38439,Manual,1,Maruti,Maruti Celerio,2019,419000.00000000006,2020,5,998,25.24,Jaipur,5
Petrol,45531,Manual,1,Ford,Ford Ecosport,2017,549000.0,2017,5,1499,15.85,Jaipur,7
Petrol,33000,Manual,1,Maruti,Maruti Swift Dzire,2021,710000.0,2021,5,1197,22.41,Jaipur,3
Petrol,71098,Manual,2,Maruti,Maruti Swift,2015,426000.0,2015,5,1197,22.38,Jaipur,9
Diesel,99432,Manual,1,Mahindra,Mahindra XUV500,2014,633000.0,2014,7,2179,15.1,Jaipur,10
Petrol,44777,Manual,2,Maruti,Maruti Esteem,2005,110000.00000000001,2005,5,1086,15.9,Jaipur,19
Petrol,24068,Automatic,2,Renault,Renault KWID,2020,440000.00000000006,2021,5,999,22.0,Jaipur,4
Diesel,85445,Manual,3,Ford,Ford Figo,2013,250000.0,2013,5,1399,20.0,Jaipur,11
Diesel,112097,Automatic,4,Volkswagen,Volkswagen Jetta,2008,476999.99999999994,2009,5,1896,15.5,Jaipur,16
Diesel,80008,Manual,1,Hyundai,Hyundai Grand i10,2017,470000.0,2018,5,1120,24.0,Jaipur,7
Diesel,96496,Manual,2,Volkswagen,Volkswagen Vento,2013,400000.0,2014,5,1598,20.54,Jaipur,11
Diesel,75744,Manual,1,Nissan,Nissan Terrano,2014,550000.0,2014,5,1461,19.01,Jaipur,10
Diesel,70000,Automatic,1,Maruti,Maruti Ignis,2017,545000.0,2017,5,1248,26.8,Jaipur,7
Diesel,85000,Manual,1,Hyundai,Hyundai i20 Active,2015,565000.0,2015,5,1396,21.19,Jaipur,9
Petrol,15092,Manual,1,Maruti,Maruti Alto 800,2022,409999.99999999994,2022,5,796,22.05,Jaipur,2
Petrol,117131,Manual,3,Honda,Honda Amaze,2014,380000.0,2014,5,1198,18.0,Jaipur,10
Petrol,32802,Automatic,2,Maruti,Maruti Wagon R Stingray,2016,400000.0,2016,5,998,20.51,Jaipur,8
Petrol,39201,Manual,1,Maruti,Maruti Baleno,2016,650000.0,2016,5,1197,21.4,Jaipur,8
Diesel,101884,Automatic,1,Kia,Kia Seltos,2019,1260000.0,2019,5,1493,17.8,Jaipur,5
Diesel,152702,Manual,2,Maruti,Maruti Swift,2014,450000.0,2014,5,1248,25.2,Jaipur,10
Petrol,74729,Manual,1,Hyundai,Hyundai EON,2014,210000.0,2014,5,814,21.1,Jaipur,10
Petrol,9009,Manual,1,Tata,Tata Nexon,2022,990000.0,2022,5,1199,17.33,Jaipur,2
Petrol,10785,Manual,1,Maruti,Maruti SX4 S Cross,2020,1059000.0,2020,5,1462,18.55,Jaipur,4
Petrol,85374,Manual,1,Hyundai,Hyundai Grand i10,2017,426000.0,2017,5,1197,18.9,Jaipur,7
Petrol,36495,Manual,1,Hyundai,Hyundai i10,2011,175000.0,2011,5,1197,20.36,Jaipur,13
Diesel,57095,Manual,2,Volkswagen,Volkswagen Polo,2012,220000.00000000003,2012,5,1199,22.07,Jaipur,12
Diesel,20199,Manual,1,Hyundai,Hyundai i20,2022,1000000.0,2022,5,1493,25.0,Jaipur,2
Petrol,1782,Manual,1,Renault,Renault KWID,2022,530000.0,2022,5,999,21.46,Jaipur,2
Petrol,182946,Manual,1,Hyundai,Hyundai Creta,2017,700000.0,2017,5,1591,15.29,Jaipur,7
Petrol,20685,Manual,1,Renault,Renault KWID,2019,299000.0,2019,5,799,25.17,Jaipur,5
Petrol,51284,Manual,1,Hyundai,Hyundai EON,2015,250000.0,2015,5,814,21.1,Jaipur,9
Petrol,83000,Manual,1,Maruti,Maruti Ertiga,2020,894999.9999999999,2020,7,1462,19.34,Jaipur,4
Petrol,36661,Manual,1,Maruti,Maruti Alto 800,2019,322000.0,2019,5,796,24.7,Jaipur,5
Petrol,44143,Manual,1,Mahindra,Mahindra Thar,2022,1400000.0,2022,4,1997,15.2,Jaipur,2
Petrol,108168,Manual,4,Honda,Honda City,2006,150000.0,2006,5,1497,17.7,Jaipur,18
Petrol,69475,Automatic,1,Maruti,Maruti Alto K10,2018,310000.0,2018,5,998,23.95,Jaipur,6
Diesel,96294,Manual,2,Mahindra,Mahindra XUV500,2013,500000.0,2013,7,2179,15.1,Jaipur,11
Petrol,48000,Manual,1,Hyundai,Hyundai Creta,2017,825000.0,2017,5,1591,15.8,Jaipur,7
Diesel,34970,Manual,1,Maruti,Maruti Vitara Brezza,2018,810000.0,2018,5,1248,24.3,Jaipur,6
Petrol,49931,Manual,1,Hyundai,Hyundai Aura,2020,649000.0,2020,5,1197,20.5,Jaipur,4
Petrol,49500,Manual,1,Maruti,Maruti Baleno,2018,670000.0,2018,5,1197,21.4,Jaipur,6
